objname,RAJ2000,DECJ2000,z_phot_DE,z_spec_DE,z_spec_SRC,r_mag_DE,g_mag_SRC,catalogue,catalogue_objname,catalogue_objid,duplicated,duplicated_objname,,,link to AGEL Measured Redshifts,link to Spectral Observations Tally,z_spec_SRC_Spectral_Observations_Tally,link to SDSS Spectra,z_spec from SDSS (deflector),Photometry Observations Tally,Proposal_ID (from Photometry Observations Tally),AGEL Measured Redshifts,Start date,End date,2d/1d spectra,Last Modified By,Last Modified
AGEL013442+043350A,23.6765,4.5639,,0.551,,19.03,,Huang+2020,DESI-023.6765+04.5639,0,,,,,"AGEL013442+043350A,AGEL013442+043350B","AGEL013442+043350A,AGEL013442+043350B","1.5, 2.03",AGEL013442+043350A,0.5508556,AGEL013442+043350A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL235403-100209A,358.5112,-10.0359,,0.427,,18.12,,Huang+2021,DESI-358.5112-10.0359,0,,,,,,,,AGEL235403-100209A,0.400676,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL135855+560350A,209.7272,56.0639,0.59,0.499,,,,Gavazzi2014_SL2S,135854+560349,0,,,,,,,,AGEL135855+560350A,0.4991206,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL124725+364407A,191.8527,36.7353,,0.699,,20.17,,Huang+2021,DESI-191.8527+36.7353,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL223243+013706A,338.1775,1.6182,,0.41,,19.87,,Huang+2021,DESI-338.1775+01.6182,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:35pm
AGEL010451+002515A,16.2119,0.4207,,0.529,,19.64,,Huang+2020,DESI-016.2119+00.4207,0,,,,,,,,AGEL010451+002515A,0.5289319,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL233029-050014A,352.621,-5.0038,,0.635,,20.09,,Huang+2021,DESI-352.6210-05.0038,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL103222+315301A,158.0901,31.8835,,0.333,,18.04,,Huang+2021,DESI-158.0901+31.8835,0,,,,,,,,AGEL103222+315301A,0.3379645,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL153935+170647A,234.896,17.1131,,0.28,,19.91,,Canameras2020,PS1J1539+1706,0,,,,,,,,AGEL153935+170647A,0.2801771,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012310-080631A,20.7916,-8.1086,,0.359,,19.01,,Huang+2021,DESI-020.7916-08.1086,0,,,,,,,,AGEL012310-080631A,0.3461663,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL011006-023230A,17.524,-2.5417,,0.431,,17.49,,Huang+2020,DESI-017.5240-02.5417,0,,,,,,,,AGEL011006-023230A,0.4312303,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL002629+054115A,6.62083,5.6875,,0.456,,21.1,,Canameras2020,PS1J0026+0541,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:27pm
AGEL112957+320949A,172.4891,32.1637,,0.519,,21.45,,Huang+2021,DESI-172.4891+32.1637,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL224405+275916A,341.0206,27.9877,,0.337,,17.39,,Huang+2021,DESI-341.0206+27.9877,0,CASSOWARY,CSWA129,,,AGEL224405+275916A,AGEL224405+275916A,0.959,AGEL224405+275916A,0.3428947,,,,,,Screenshot from 2022-05-10 13-25-57.png (https://dl.airtable.com/.attachments/09abb0cce6541fd9be05379556229456/8c1e37e5/Screenshotfrom2022-05-1013-25-57.png),Tania Barone,25/1/2022 6:39pm
AGEL085115+242912A,132.8111,24.4868,,0.677,,21.18,,Huang+2021,DESI-132.8111+24.4868,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:08pm
AGEL233236-000305A,353.1493,-0.0513,,0.592,,19.98,,Huang+2021,DESI-353.1493-00.0513,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL233610-020735A,354.0428,-2.1264,0.49,,,19.37,,Huang+2021,DESI-354.0428-02.1264,0,Canameras2020,PS1J2336-0207,,,AGEL233610-020735A,AGEL233610-020735A,2.662,AGEL233610-020735A,0.4941696,AGEL233610-020735A,GLAZEBROOK_16773_HST,,,,,Tania Barone,5/8/2022 1:02pm
AGEL122356+194304A,185.9848,19.7177,,0.497,,20.27,,Huang+2021,DESI-185.9848+19.7177,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:18pm
AGEL124310+211958A,190.7929,21.3329,,0.311,,18.34,,Huang+2021,DESI-190.7929+21.3329,0,,,,,,,,AGEL124310+211958A,0.3480436,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL104859+103018A,162.2464,10.5049,,0.524,,19.07,,Huang+2021,DESI-162.2464+10.5049,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:14pm
AGEL112325+151106A,170.8533,15.185,,0.341,,17.36,,Huang+2020,DESI-170.8533+15.1850,0,,,,,,,,AGEL112325+151106A,0.3405881,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL001602-132501A,4.0093,-13.4169,,0.425,,19.39,,Huang+2021,DESI-004.0093-13.4169,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:26pm
AGEL015727+225518A,29.3642,22.9216,,0.245,,17.66,,Huang+2021,DESI-029.3642+22.9216,0,,,,,,,,AGEL015727+225518A,0.2394027,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL210119+021745A,315.3295,2.2958,,0.748,,22.06,,Huang+2021,DESI-315.3295+02.2958,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:30pm
AGEL212614+094960A,321.5604,9.8332,,0.569,,20.91,,Huang+2021,DESI-321.5604+09.8332,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:31pm
AGEL114804+292904A,177.0183,29.4844,,0.515,,20.92,,Huang+2021,DESI-177.0183+29.4844,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL022508-041749A,36.2847,-4.297,0.72,0.747,,,,Gavazzi2014_SL2S,022508-041749,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:44pm
AGEL124953+030933A,192.4699,3.1592,,0.32,,18.5,,Huang+2021,DESI-192.4699+03.1592,0,,,,,,,,AGEL124953+030933A,0.3558295,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL225950+120533A,344.9569,12.0924,,0.257,,19.84,,Huang+2021,DESI-344.9569+12.0924,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:36pm
AGEL044843-050306A,72.1777,-5.0516,,0.295,,18.25,,Huang+2021,DESI-072.1777-05.0516,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:00pm
AGEL233258+071716A,353.2414,7.2878,,0.296,,19.82,,Huang+2021,DESI-353.2414+07.2878,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL015643-101100A,29.17803,-10.18339,0.76,,,21.97,21.36,Jacobs+2019_DES,DESJ0156-1011,151384552,"Jacobs+2019_DECaLS,Huang+2020","DCLS0156-1011,DESI-029.1778-10.1834",,,,AGEL015643-101100A,2.487,,,,,,,,,Tania Barone,3/2/2022 12:18pm
AGEL141210+205222A,213.042,20.8728,,0.523,,21.37,,Canameras2020,PS1J1412+2052,0,,,,,,,,AGEL141210+205222A,0.5225739,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010752+002124A,16.9682,0.3567,,0.313,,17.97,,Huang+2020,DESI-016.9682+00.3567,0,,,,,,,,AGEL010752+002124A,0.3133439,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL005136-092325A,12.9008,-9.3904,,0.449,,20.33,,Huang+2021,DESI-012.9008-09.3904,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:29pm
AGEL105036+195607A,162.6485,19.9352,,0.413,,20.91,,Huang+2021,DESI-162.6485+19.9352,0,,,,,,,,AGEL105036+195607A,0.6547629,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL141007+620948A,212.5306,62.1634,,0.543,,20.69,,Huang+2021,DESI-212.5306+62.1634,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL211640-013013A,319.1672,-1.5035,,0.163,,18.55,,Huang+2021,DESI-319.1672-01.5035,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:31pm
AGEL125440+185712A,193.6682,18.9533,,0.641,,20.33,,Huang+2021,DESI-193.6682+18.9533,0,,,,,,,,AGEL125440+185712A,1.717126,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL001928+320500A,4.8654,32.0834,,0.557,,18.13,,Huang+2021,DESI-004.8654+32.0834,0,,,,,,,,AGEL001928+320500A,0.3658589,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL101219+442259A,153.0776,44.3831,,0.457,,18.77,,Huang+2021,DESI-153.0776+44.3831,0,,,,,,,,AGEL101219+442259A,0.4552567,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL022631-043754A,36.6282,-4.6316,,0.591,,20.51,,Huang+2020,DESI-036.6282-04.6316,0,,,,,,,,AGEL022631-043754A,0.5906674,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL134257+223649A,205.737,22.6135,,0.52,,19.69,,Huang+2020,DESI-205.7370+22.6135,0,,,,,,,,AGEL134257+223649A,0.5197803,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL004257-371858A,10.73881,-37.31623,0.77,,,22.38,22.22,Jacobs+2019_DES,DESJ0042-3718,272459491,,,,,,AGEL004257-371858A,3.0936,,,AGEL004257-371858A,GLAZEBROOK_16773_HST,,,,"DESJ0042-3718_lens.png (https://dl.airtable.com/.attachments/abf73a09994d6c64d2ab93543cd84506/7e83a262/DESJ0042-3718_lens.png),DESJ0042-3718_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/5bc993d0aa9ebd5c5080d9c723ae8c18/1c5d56b6/DESJ0042-3718_OIII5006_4959_Hbeta.png)",Nandini Sahu,7/10/2022 11:47am
AGEL004403+283009A,11.012,28.5026,,0.613,,20.71,,Huang+2021,DESI-011.0120+28.5026,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:28pm
AGEL023211+001339A,38.04683,0.22756,0.81,,,21.94,22.09,Jacobs+2019_DES,DESJ0232+0013,129621911,,,,,AGEL023211+001339A,AGEL023211+001339A,2.365,,,,,,,,Screenshot from 2022-05-10 19-39-44.png (https://dl.airtable.com/.attachments/dec96f958275be1c1b0594c3793b55c3/aee4e820/Screenshotfrom2022-05-1019-39-44.png),Tania Barone,13/1/2022 5:29pm
AGEL144133-005401A,220.3875307,-0.90039304,,,,19.67,21.43,Jacobs+2019_DECaLS,DCLS1441-0054,21046235,Huang+2021,DESI-220.3862-00.8996,,,"AGEL144133-005401A,AGEL144133-005401B",AGEL144133-005401A,1.667,,,AGEL144133-005401A,HUANG_15867_HST,,,,Screenshot from 2022-05-10 20-54-23.png (https://dl.airtable.com/.attachments/a579e2efdc5ec75ee4947dee9f434048/4db65cd1/Screenshotfrom2022-05-1020-54-23.png),Tania Barone,22/4/2022 1:26pm
AGEL215802+063824A,329.5066,6.6401,,0.504,,19.81,,Huang+2021,DESI-329.5066+06.6401,0,,,,,,,,AGEL215802+063824A,0.4916687,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL221853+014039A,334.7193,1.6775,0.61,0.564,,,,Gavazzi2014_SL2S,221852+014038,0,,,,,,,,AGEL221853+014039A,0.5638505,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL215041+140248A,327.6713823,14.04669145,,,,19.05,20.31,Jacobs+2019_DECaLS,DCLS2150+1402,6508900,,,,,,AGEL215041+140248A,0.481,,,,,,,,Screenshot from 2022-05-10 12-44-42.png (https://dl.airtable.com/.attachments/e3d505d5bb02a8c8589d7b9b8797259d/5db21603/Screenshotfrom2022-05-1012-44-42.png),Anishya Harshan,4/5/2022 1:18pm
AGEL022525-044045A,36.353,-4.6792,,0.264,,17.48,,Huang+2020,DESI-036.3530-04.6792,0,,,,,,,,AGEL022525-044045A,0.264271,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL075350+254829A,118.4567,25.808,,0.502,,20.44,,Huang+2021,DESI-118.4567+25.8080,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL001702-100911A,4.2564,-10.153,,0.52,,19.52,,Huang+2021,DESI-004.2564-10.1530,0,,,,,,"AGEL001702-100911A,AGEL001702-100911B","1.83, n/a",,,AGEL001702-100911A,HUANG_15867_HST,,,,,Tania Barone,23/9/2022 3:35pm
AGEL124725+364404A,191.854,36.7344,,0.576,,21.93,,Canameras2020,PS1J1247+3644,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL140222+550535A,210.5897,55.093,0.45,0.412,,,,Gavazzi2014_SL2S,140221+550534,0,,,,,,,,AGEL140222+550535A,0.4122024,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL154519+161251A,236.3307,16.2141,,0.542,,18.37,,Huang+2021,DESI-236.3307+16.2141,0,,,,,,,,AGEL154519+161251A,0.4103342,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL101904+170411A,154.7654,17.0697,,0.301,,17.16,,Huang+2020,DESI-154.7654+17.0697,0,,,,,,,,AGEL101904+170411A,0.3012817,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL093333+091919A,143.3887078,9.3219309,,,,20.41,22.16,Jacobs+2019_DECaLS,DCLS0933+0919,10696777,Huang+2020,DESI-143.3887+09.3219,,,AGEL093333+091919A,"AGEL093333+091919A,AGEL093333+091919B","2.434, 2.435",AGEL093333+091919A,0.7429579,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL221653-085734A,334.2188,-8.9595,,0.313,,18.65,,Huang+2021,DESI-334.2188-08.9595,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:34pm
AGEL080732+441048A,121.8813,44.1801,0.42,0.449,2.536,19.11,,Huang+2021,DESI-121.8813+44.1801,0,CASSOWARY,CSWA-139,,,,,,AGEL080732+441048A,0.4487698,,,,,,,Nandini Sahu,6/2/2023 3:40pm
AGEL003127-014317A,7.8631,-1.7215,,0.52,,19.79,,Huang+2021,DESI-007.8631-01.7215,0,,,,,,,,AGEL003127-014317A,0.5501282,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL231139-080216A,347.9137,-8.0379,,0.319,,18.56,,Huang+2021,DESI-347.9137-08.0379,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:37pm
AGEL134957+341624A,207.4889,34.2732,,0.491,,18.73,,Huang+2021,DESI-207.4889+34.2732,0,,,,,,,,AGEL134957+341624A,0.5244669,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL140754-002817A,211.9734,-0.4713,,0.481,,18.93,,Huang+2021,DESI-211.9734-00.4713,0,,,,,,,,AGEL140754-002817A,0.4711438,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL230017+221330A,345.0719,22.2249,,0.418,,19.3,,Huang+2021,DESI-345.0719+22.2249,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:36pm
AGEL014327-085021A,25.862225,-8.839247,0.68,0.737,,21.69,22.15,Jacobs+2019_DES,DESJ0143-0850,266637953,Jacobs+2019_DECaLS,DCLS0143-0850,,,AGEL014327-085021A,AGEL014327-085021A,2.755,,,    AGEL014327-085021A ,SOAR,,,,"Screenshot from 2022-05-10 12-33-38.png (https://dl.airtable.com/.attachments/4022a6fba145a51c929d543e548c3d1b/11a22a70/Screenshotfrom2022-05-1012-33-38.png),Screenshot from 2022-05-10 12-33-08.png (https://dl.airtable.com/.attachments/654eec6c0b1dde8a4c328f4f71914689/034fede2/Screenshotfrom2022-05-1012-33-08.png)",Tania Barone,4/2/2022 3:18pm
AGEL022047+055307A,35.1949,5.8853,,0.636,,20.7,,Huang+2021,DESI-035.1949+05.8853,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:43pm
AGEL021950-055706A,34.9597,-5.9518,,0.673,,20.51,,Huang+2021,DESI-034.9597-05.9518,0,Gavazzi2014_SL2S,021950-055706,,,,,,AGEL021950-055706A,0.6518778,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL045649-004916A,74.2036,-0.8212,,0.633,,21.61,,Huang+2021,DESI-074.2036-00.8212,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:00pm
AGEL160942+060936A,242.4262,6.1599,,0.545,,20.2,,Huang+2020,DESI-242.4262+06.1599,0,,,,,,,,AGEL160942+060936A,0.5454143,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL021207-075528A,33.0273,-7.9245,0.49,0.46,,,,Gavazzi2014_SL2S,021206-075528,0,,,,,,,,AGEL021207-075528A,0.4600027,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL005603+030055A,14.0105,3.0152,,0.537,,20.35,,Huang+2020,DESI-014.0105+03.0152,0,,,,,,,,AGEL005603+030055A,0.5367398,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL000109-103343A,0.2881,-10.5619,,0.438,,19.66,,Huang+2021,DESI-000.2881-10.5619,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:25pm
AGEL122719+172557A,186.8292,17.4324,0.37,,,19.95,,Huang+2020,DESI-186.8292+17.4324,0,,,,,,AGEL122719+172557A,TBD,,,AGEL122719+172557A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL141206+535059A,213.0268,53.8498,0.45,0.391,,,,Gavazzi2014_SL2S,141206+535059,0,,,,,,,,AGEL141206+535059A,0.3909059,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL114311-013935A,175.797,-1.6598,,0.288,,19.98,,Huang+2021,DESI-175.7970-01.6598,0,,,,,,,,AGEL114311-013935A,0.6435473,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010435-003107A,16.1439,-0.5185,,0.345,,17.01,,Huang+2020,DESI-016.1439-00.5185,0,,,,,,,,AGEL010435-003107A,0.3453284,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL111551+574953A,168.962,57.8315,,0.489,,19.45,,Huang+2021,DESI-168.9620+57.8315,0,,,,,,,,AGEL111551+574953A,0.5157908,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL002748-034851A,6.9518,-3.8141,,0.588,,21.85,,Huang+2021,DESI-006.9518-03.8141,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:27pm
AGEL143957+325025A,219.9855,32.8402,,0.418,,17.84,,Huang+2020,DESI-219.9855+32.8402,0,,,,,,,,AGEL143957+325025A,0.417564,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL141415+644757A,213.562,64.7992,,0.36,,20.09,,Canameras2020,PS1J1414+6447,0,,,,,,,,AGEL141415+644757A,0.3595819,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL232854+000537A,352.2239,0.0936,,0.439,,19.27,,Huang+2021,DESI-352.2239+00.0936,0,,,,,,,,AGEL232854+000537A,0.4427955,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL125822+153756A,194.59,15.6322,,0.685,,20.5,,Huang+2020,DESI-194.5900+15.6322,0,,,,,,,,AGEL125822+153756A,0.6848066,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL091722+622645A,139.3411,62.4459,,0.406,,20.22,,Huang+2021,DESI-139.3411+62.4459,0,,,,,,,,AGEL091722+622645A,0.5200009,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL114256+430802A,175.7321,43.1339,,0.478,,18.31,,Huang+2021,DESI-175.7321+43.1339,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL015634-153515A,29.1423,-15.5876,,0.395,,20.4,,Huang+2021,DESI-029.1423-15.5876,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:38pm
AGEL022532-045100A,36.3834,-4.85,,0.609,,19.95,,Huang+2021,DESI-036.3834-04.8500,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:44pm
AGEL014955+214756A,27.4775,21.7988,,0.555,,20.07,,Huang+2021,DESI-027.4775+21.7988,0,,,,,,,,AGEL014955+214756A,0.5705965,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL083513+410647A,128.8049,41.1131,,0.516,,19.49,,Huang+2021,DESI-128.8049+41.1131,0,,,,,,,,AGEL083513+410647A,0.6251591,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL142104+002219A,215.2654,0.3719,0.72,,,20.05,,Huang+2020,DESI-215.2654+00.3719,0,,,,,,AGEL142104+002219A,2.195,,,AGEL142104+002219A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL223544+074402A,338.9341,7.7338,,0.492,,19.42,,Huang+2021,DESI-338.9341+07.7338,0,,,,,,,,AGEL223544+074402A,0.4844278,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL074147+345627A,115.4473,34.9407,,0.529,,20.24,,Huang+2021,DESI-115.4473+34.9407,0,,,,,,,,AGEL074147+345627A,0.6917242,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL154618+482151A,236.5762,48.3642,,0.211,,17.37,,Huang+2021,DESI-236.5762+48.3642,0,,,,,,,,AGEL154618+482151A,0.2460551,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL021645-002310A,34.1856,-0.386,,0.458,,20.21,,Huang+2021,DESI-034.1856-00.3860,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:42pm
AGEL013848-073206A,24.7012,-7.5349,,0.492,,19.67,,Huang+2020,DESI-024.7012-07.5349,0,,,,,,,,AGEL013848-073206A,0.4924314,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL160901+042527A,242.2528,4.4242,,0.284,,18.39,,Huang+2021,DESI-242.2528+04.4242,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL231721+144513A,349.3386,14.7537,,0.455,,18.62,,Huang+2021,DESI-349.3386+14.7537,0,,,,,,,,AGEL231721+144513A,0.4641169,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL090541+345359A,136.4227,34.8998,,0.511,,19.32,,Huang+2021,DESI-136.4227+34.8998,0,,,,,,,,AGEL090541+345359A,0.5207385,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL004530+100655A,11.375,10.1153,,0.194,,18.93,,Canameras2020,PS1J0045+1006,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:29pm
AGEL221054-405842A,332.7233,-40.9782,,0.481,,20.47,,Huang+2021,DESI-332.7233-40.9782,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:33pm
AGEL221607-175132A,334.0286,-17.8588,0.94,0.86,,,,Gavazzi2014_SL2S,221606-175131,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:34pm
AGEL132708-021759A,201.7841,-2.2996,,0.744,,19.97,,Huang+2020,DESI-201.7841-02.2996,0,,,,,,,,AGEL132708-021759A,0.7440145,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL003857-074523A,9.7395,-7.7564,,0.41,,18.75,,Huang+2021,DESI-009.7395-07.7564,0,,,,,,,,AGEL003857-074523A,0.441152,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL023205-174111A,38.0192,-17.6864,,0.452,,20.29,,Huang+2021,DESI-038.0192-17.6864,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:45pm
AGEL081132+413650A,122.8819,41.614,,0.282,,18.48,,Huang+2021,DESI-122.8819+41.6140,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL123957+124009A,189.9885,12.6693,,0.218,,17.79,,Huang+2021,DESI-189.9885+12.6693,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL131017+144451A,197.5704,14.7474,,0.294,,19.13,,Huang+2021,DESI-197.5704+14.7474,0,,,,,,,,AGEL131017+144451A,0.261249,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL235635-131735A,359.1477,-13.293,,0.521,,20.67,,Huang+2021,DESI-359.1477-13.2930,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:40pm
AGEL090945+222607A,137.4367,22.4354,,0.692,,20.6,,Huang+2021,DESI-137.4367+22.4354,0,,,,,,,,AGEL090945+222607A,0.2853878,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL222131+012307A,335.3807,1.3853,0.39,0.333,,,,Gavazzi2014_SL2S,222131+012306,0,,,,,,,,AGEL222131+012307A,0.3330049,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL094102+384255A,145.2603,38.7152,,0.621,,20.43,,Huang+2021,DESI-145.2603+38.7152,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:11pm
AGEL230926+282017A,347.3571,28.338,,0.306,,19.04,,Huang+2021,DESI-347.3571+28.3380,0,Canameras2020,PS1J2309+2820,,,,,,AGEL230926+282017A,0.3117898,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL164558+225527A,251.4915,22.9241,,0.337,,20.14,,Huang+2021,DESI-251.4915+22.9241,0,,,,,,,,AGEL164558+225527A,0.3137215,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL031140-073105A,47.9174,-7.518,,0.441,,19.6,,Huang+2021,DESI-047.9174-07.5180,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:50pm
AGEL163551+464826A,248.9636,46.8071,,0.541,,20.74,,Huang+2021,DESI-248.9636+46.8071,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL215122+134718A,327.8408,13.7884,,0.202,,18.05,,Huang+2021,DESI-327.8408+13.7884,0,,,,,AGEL215122+134718A,AGEL215122+134718A,0.89,,,AGEL215122+134718A,HUANG_15867_HST,,,,Screenshot from 2022-05-10 19-56-41.png (https://dl.airtable.com/.attachments/90dc0fdc67fcfc0c5faee74b8d48caf6/c44b6e68/Screenshotfrom2022-05-1019-56-41.png),Tania Barone,4/2/2022 3:18pm
AGEL220149+014814A,330.4536,1.8039,,0.453,,19.13,,Huang+2021,DESI-330.4536+01.8039,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:33pm
AGEL112142+365749A,170.4254,36.9636,,0.582,,18.9,,Huang+2021,DESI-170.4254+36.9636,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:15pm
AGEL170237+283445A,255.6529,28.5791,,0.339,,19,,Huang+2021,DESI-255.6529+28.5791,0,,,,,,,,AGEL170237+283445A,0.3963851,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL173711+265014A,264.2946,26.8373,,0.421,,19.06,,Huang+2021,DESI-264.2946+26.8373,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:28pm
AGEL022057-063934A,35.2358,-6.6595,0.39,0.33,,,,Gavazzi2014_SL2S,022056-063934,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:43pm
AGEL092607+074832A,141.5275,7.809,,0.572,,20.4,,Huang+2021,DESI-141.5275+07.8090,0,,,,,,,,AGEL092607+074832A,0.6167954,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155518+415139A,238.825,41.8608,,0.555,,21.32,,Canameras2020,PS1J1555+4151,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
